whitePixelOnTopHalfCount,whitePixelOnBottomHalfCount,leftSideShape,rightSideShape,topShape,bottomShape,distanceCenter,heightWidthRatio
 4,  40,  68,  72,  72, 113,  64,662.636,1.74938
 9,  50,  75, 102,  52, 142,  47,772.303,1.29188
 5,  50,  74, 149, 140, 230, 119,903.107,1.54095
 3,  36,  61, 118,  32, 106,  30,700.647,2.16417
 6,  39,  77, 106,  57, 103,  12,691.362,2.04539
 5,  81,  95,  52, 144, 147, 124,1171.65,1.43044
 7,  55,  47, 116,  98, 121, 122,705.25,1.9477
 4,  33,  86, 116,  36, 139,  22,656.609,1.64645
 8,  63,  84,  63, 104, 136,  73,948.854,1.93639
 5,  46,  58,  78, 191, 204, 177,706.027,1.23328
 3,  52,  78, 148,  39,  98,  95,923.89,1.86771
 0,  60,  83,  38,  42, 109,  28,1174.33,1.26375
 4,  42,  62,  59,  59,  95,  35,528.529,2.25082
 8,  47,  71,  49,  52,  73,  15,671.517,2.54992
 1,  34,  55,  73,  69, 106,  27,470.744,2.22152
 4,  27,  50, 121, 133, 232, 160,436.315,0.871789
 4,  36,  74,  91,  59, 138,  58,654.38,1.24365
 0, 113, 144,  44,  45, 142,  49,2102.63,0.98697
 6,  34,  97,  55, 106, 135,  37,774.162,1.51037
 0,  47,  83,  25,  44,  81,  27,785.272,1.92466
 6,  32,  95,  50,  71,  96,  16,758.383,1.608
 9,  52,  89, 111,  43, 120,  49,820.172,1.4697
 7,  50,  44, 102, 101, 117,  99,615.936,1.99533
 7,  70,  59, 226,  67, 184,  89,934.176,1.41995
 3,  46,  65,  74,  37,  86,  23,777.895,2.38271
 3,  59,  85, 139,  83, 158,  65,1098.91,1.5483
 3,  32,  60, 116,  53, 132,  18,583.927,2.41197
 0,  69,  94,  52,  54, 163,  46,1501.63,1.05962
 4,  44,  88,  89,  68, 161,  55,775.711,1.39281
 1,  21,  34,  34,  63,  47,   3,291.629,4.94539
 3,  63,  87,  97,  60, 105,  38,1135.46,1.57483
 2,  24,  61, 110,  37,  96,  11,564.552,2.17502
 5,  48, 101, 121, 138, 190,  97,1086.38,1.21778
 9,  59,  71,  80,  48, 103,  43,700.21,1.75628
 0,  60, 104,  54,  33, 116,  38,1158.83,1.40942
 9,  52,  69, 101,  87, 145,  81,659.547,1.42869
 1,  29,  50,  77,  70, 114,  20,477.169,2.61029
 6,  29,  90,  50, 114, 143,  29,666.057,1.50433
 4,  64,  81, 107,  66, 135,  78,819.951,1.22875
 5,  55,  82,  89, 102, 101,  25,975.753,1.63547
 6,  36, 103,  50, 101, 128,  14,885.667,1.42582
 7,  46,  49, 132,  53, 104,  93,603.338,2.65887
 0,  57, 101,  79,  57, 164,  44,1193.63,1.24044
 3,  46,  66,  97,  55, 110,  34,719.395,2.52987
 2,  61,  97,  85,  86, 148,  15,1028.42,2.03746
 2,  59,  87, 127,  70, 150,  49,965.162,1.67082
 8,  70,  94,  65, 114, 150,  99,1162.92,1.49172
 5,  46,  70,  90, 136, 132,  19,762.842,2.11414
 2,  63, 106,  79, 103, 208,  92,1159.85,1.18853
 2,  55,  87, 127, 109, 155,  19,1073.77,1.79476
 5,  67, 109,  85, 122, 161,  76,1367.94,1.21943
 9,  58,  83, 147,  38, 159,  74,994.715,0.826674
 2,  96, 115,  99,  61, 128,  18,1573.72,1.57132
 4,  29,  52, 137,  39, 147,  46,472.217,1.385
 1,  21,  44,  40,  39,  57,   9,393.371,3.72646
 9,  51,  71, 100,  43, 123,  63,758.323,1.19523
 7,  72,  56, 118,  90, 136, 103,844.966,1.58804
 0,  63,  84,  38,  46, 104,  47,1033.78,1.50611
 0,  80, 120,  55,  67, 171,  70,1562.88,0.910892
 2,  71,  92, 125,  65, 141,  27,1319.22,1.40155
 2,  45,  82, 123, 118, 219,  92,851.401,1.19937
 6,  30,  94,  42, 148, 140,  62,859.242,0.998928
 0,  60,  94,  91,  81, 182,  67,1149.82,1.23759
 6,  51, 126,  64,  84, 166,  54,1279.56,0.991198
 6,  36, 113,  73, 103, 153,  34,929.514,1.28502
 9,  54,  60,  64,  45,  81,  34,663.874,2.17618
 6,  30,  91,  48,  53,  86,  13,650.874,2.04091
 2,  70,  85,  96,  84, 142,  46,1138.92,1.64196
 9,  47,  72,  82,  65, 114,  34,602.577,1.75801
 1,  20,  31,  36,  44,  41,   3,296.235,6.47801
 8,  65,  83,  64,  99, 134,  93,1027.14,1.66528
 4,  27,  44,  64,  19, 109,  20,542.28,1.35157
 9,  52,  63,  72,  95, 120,  78,662.567,1.56148
 7,  38,  33,  73,  25,  60,  15,481.753,3.04374
 2,  57,  87, 102, 132, 194,  74,1125.28,1.61884
 7,  77,  66, 191,  45, 171,  83,1076.67,1.36664
 2,  57,  88,  65, 185, 225,  84,1131.49,1.66484
 3,  51,  92, 135,  74, 222, 104,972.4,0.780293
 9,  44,  60,  73,  82, 108,  51,555.16,1.98683
 5,  65,  78, 107,  75, 118,  47,1029.06,1.61894
 9,  48,  75,  83,  50, 111,  45,689.707,1.81503
 8,   9,  94,  64,  58, 232,  62,536.842,0.75708
 5,  56, 117,  63,  85, 125,  25,1139.24,1.54255
 3,  72, 101, 115,  54, 131,  30,1193.73,1.78553
 4,  49,  76,  68,  69, 128,  73,743.617,1.40603
 0,  84, 101,  52,  59, 153,  57,1615.1,1.02603
 4,  39,  75,  56,  70, 108,  32,636.39,1.62892
 5,  45,  89,  76, 100,  98,  27,923.285,1.49266
 0,  74, 102,  56,  37, 132,  49,1305.42,1.25365
 5,  49,  86,  91, 109, 122,  20,908.453,1.76113
 0,  76, 106,  70,  56, 148,  51,1424.91,1.12227
 6,  63, 149,  43, 109, 174,  85,1492.72,0.923601
 8,  63,  77,  38,  87, 102,  56,958.052,1.84721
 7,  31,  39, 118,  78,  92,  26,442.121,2.18659
 6,  32,  99,  54,  79, 120,  19,774.344,1.45722
 1,  63, 113,  90, 139, 204,  77,1190.02,1.42048
 6,  37,  93,  40,  88,  94,  23,774.09,1.70167
 3,  63, 104, 112,  28, 125,  50,1173.42,1.72626
 8,  68,  78,  56, 136, 140,  99,904.154,1.9374
 9, 100, 139,  89,  54, 173,  61,1733.33,0.885359
 5,  32,  64,  78,  89,  97,  39,619.046,2.08229
 6,  36, 102,  38, 123, 171,  54,892.188,0.996353
 3,  46,  77, 100,  40, 127,  31,785.053,2.27988
 6,  29,  84,  70,  71,  98,  13,653.994,1.88938
 8,  55,  68,  42,  72,  73,  18,772.619,2.65361
 6,  34, 104,  41, 171, 196,  73,1004.56,0.915829
 5,  52,  98,  89, 130, 156,  65,1030.43,1.49428
 1,  29,  46,  34,  47,  47,   8,381.409,4.26375
 0,  49,  82,  83,  74, 138,  38,770.42,1.52247
 1,  19,  32,  70,  67,  99,  11,294.335,3.58624
 3,  52,  56,  91,  50, 110,  83,829.577,1.6093
 6,  42, 102,  92, 100, 148,  38,917.328,1.53214
 6,  29,  64,  62,  52,  68,   9,537.436,2.4823
 6,  53,  96,  54,  51, 104,  18,917.396,1.53465
 7,  34,  45,  83,  61,  70,  19,523.496,2.4903
 6,  27,  87,  60,  66, 119,  16,699.003,1.69889
 8,  66,  82,  48, 108, 118,  94,939.189,1.69577
 5,  54, 140,  65,  98, 169,  86,1156.36,1.01064
 3,  38,  53, 118,  45,  83,  30,588.194,2.78612
 9,  69,  99,  75,  53, 135,  35,982.635,1.36072
 1,  24,  42,  81,  46, 101,  14,342.67,2.71904
 6,  28,  91,  52, 124, 138,  52,815.671,1.12343
 3,  44,  58,  75,  49,  77,  51,693.445,2.40023
 5,  51,  93, 118, 121, 192,  81,929.778,1.56905
 9,  79, 148,  83,  43, 157,  49,1513.77,1.0894
 1,  35,  57,  26,  38,  52,   5,477.039,4.1547
 5,  48, 100, 121, 116, 165,  83,976.645,1.63332
 0,  56,  81,  57,  36, 121,  44,1014,1.31265
 1,  21,  49, 111,  64, 147,  30,415.611,2.03095
 6,  49, 151,  47, 124, 187,  84,1387.07,0.84416
 5,  52,  67, 144, 159, 197, 139,860.325,1.6379
 3,  46,  95, 118, 125, 183,  60,929.569,1.36915
 5,  42,  77, 133, 132, 174,  55,744.019,1.50896
 8,  50,  78,  29,  39,  67,  22,784.379,2.0254
 0,  54,  97,  63,  65, 128,  44,960.182,1.47872
 9,  66,  81, 128,  43, 168,  53,900.119,1.01507
 7,  91,  69, 199,  30, 188, 103,1280.68,0.99448
 6,  52,  78,  67,  84,  97,  22,918.606,1.66961
 3,  38,  52, 119,  54,  88,  58,584.255,2.50095
 1,  21,  35,  20,  29,  25,   3,361.282,5.81518
 1,  24,  45,  93,  63, 124,  19,403.988,2.17203
 0,  61,  84,  44,  25, 100,  27,1271.69,1.23856
 7,  43,  43, 104,  70,  88,  40,539.861,2.28708
 9,  56,  69,  90,  33, 101,  32,747.778,1.57301
 6,  31,  84,  57,  83, 116,  20,641.16,1.69976
 9,  43,  69,  74,  58, 118,  29,619.814,1.752
 0,  70, 118,  68,  60, 180,  41,1566.18,0.986833
 9,  38,  57,  83,  45, 108,  25,514.656,1.8406
 1,  32,  56,  83,  57, 114,  16,525.506,2.55383
 9,  46,  68, 108,  64, 137,  61,686.556,1.50939
 2,  46, 110, 181,  51, 198,  40,1415.61,1.1571
 5,  63, 121,  53,  67, 119,  21,1231.42,1.2855
 3,  71,  92, 172,  61, 165,  52,1233.48,1.43006
 2,  63, 113,  42, 153, 204,  59,1196.27,1.63219
 4,  40,  77, 132,  88, 188, 130,726.569,1.01117
 0,  53,  74,  68,  72, 155,  51,954.923,1.39931
 5,  59,  86, 136, 106, 185,  80,1042.72,1.44584
 0,  73, 129,  50,  73, 154,  43,1438.12,1.07488
 6,  45, 143,  57, 128, 185,  75,1326.44,0.890815
 9,  66,  87,  85,  31, 102,  48,996.661,1.2166
 7,  58,  59,  97,  87, 155,  95,761.174,1.23052
 7,  30,  38,  74,  46,  60,   6,391.29,4.32271
 8,  35,  79,  45,  66,  79,  15,665.73,2.34207
 1,  50,  91,  90,  94, 170,  48,791.542,1.60645
 1,  32,  51,  64,  47,  84,  17,435.386,2.99803
 7,  49,  66, 108,  99, 143,  89,699.537,1.41287
 2,  58,  95, 149,  31, 190,  38,1342.03,1.07733
 3,  53, 102, 130,  90, 179,  70,1181.73,1.23014
 3,  58,  88, 170,  38, 210,  94,1247.96,1.28202
 4,  36,  57,  93, 100, 146,  64,476.139,1.42515
 5,  52,  95, 116, 112, 172,  82,1093.03,1.30966
 6,  42,  94,  62,  56, 114,  21,861.01,1.61803
 6,  48, 130,  49, 116, 165,  78,1395.25,0.903318
 2,  49, 101,  74,  80, 108,  16,989.587,2.0002
 7,  35,  42,  61,  51,  53,   8,447.904,2.93357
 4,  57, 116,  68, 103, 185, 108,1113.7,0.893875
 0,  63,  96,  60,  58, 189,  54,1321.58,0.918497
 4,  32,  56,  78,  80, 131,  58,495.259,1.57888
 1,  29,  51,  84,  64, 115,  21,456.241,2.44226
 5,  55,  89,  95, 115, 181, 101,1049.38,1.25945
 2,  54, 103, 136,  49, 129,  27,1312.54,1.23921
 9,  45,  67, 102,  58, 128,  62,690.039,1.4067
 3,  39,  95, 194,  45, 222,  59,930.079,1.58613
 5,  87,  92, 106, 127, 155,  87,1343.17,1.38331
 4,  43,  80, 142,  97, 225, 142,826.633,0.933372
 5,  42,  85,  59,  52,  77,  25,766.87,2.05357
 5,  53,  97, 116, 118, 183,  78,1129.59,1.51369
 2,  52, 111, 134,  91, 191,  98,1175.5,1.06414
 6,  38, 125,  71, 121, 198,  69,1237.2,0.900166
 6,  44,  99,  53,  59,  92,  16,844.702,1.71772
 8,  25,  49,  65,  63,  95,  23,492.326,2.38145
 6,  28,  78,  71,  53, 106,  20,594.333,1.94497
 1,  20,  36,  69,  67,  90,   4,302.976,3.87332
 8,  75, 107,  69,  98, 158,  62,1293.8,1.58616
 0,  55,  76,  59,  47, 151,  62,1090.78,1.29453
 1,  23,  37,  77,  56,  98,  13,314.351,3.06172
 2,  38, 119, 168,  42, 181,  39,1346.11,1.04178
 3,  56,  75,  93,  40,  96,  56,841.885,1.99955
 1,  20,  38,  94,  77, 126,  17,312.565,2.65123
 4,  48,  82,  86,  92, 172, 102,719.829,1.03967
 5,  37,  68,  99, 110, 218,  98,777.636,1.18997
 6,  85, 174,  61,  80, 143,  59,1862.7,1.05306
 6,  40, 117,  65, 111, 198,  65,1280.05,0.867119
 5,  74,  91,  60, 116, 122,  77,1094.14,1.67226
 1,  22,  45,  93,  62, 134,  24,401.801,2.44113
 9,  46,  59,  79,  42,  90,  35,601.189,2.01009
 1,  23,  37,  78,  54,  99,  11,323.052,3.11035
 3,  40,  47, 122,  51,  97,  29,603.953,2.58197
 7,  41,  55,  66,  73, 123,  54,579.693,1.43884
 6,  40, 115,  36,  92, 110,  21,1015.02,1.38586
 8,  41,  74,  49,  74, 104,  37,730.908,1.92412
 1,  21,  26,  31,  19,  21,   2,244.004,7.80609
 5,  68, 101, 144,  97, 172, 119,1299.94,1.16283
 4,  44,  73,  86,  79, 164,  79,671.776,1.22789
 1,  26,  43, 101,  76, 126,  13,401.499,2.25903
 8,  68, 110,  49, 161, 172, 148,1180.39,1.22055
 6,  27,  80,  55, 102, 151,  36,799.783,1.19707
 6,  22,  70,  55,  85, 130,  36,639.815,1.48981
 7,  55,  40, 114,  93, 160, 108,622.501,1.37202
 7,  41,  38, 103,  28,  85,  53,493.138,1.88433
 0,  52,  78,  76,  44, 160,  33,1120.86,1.27669
 1,  19,  36,  42,  55,  70,  10,293.452,3.44889
 3,  53, 100, 138,  45, 153,  24,1162.64,1.38706
 2,  62,  61, 114, 137, 197, 118,876.68,1.48887
 3,  68,  93,  58,  34,  66,  34,1034.15,1.93228
 4,  34,  69,  67,  73, 108,  46,551.26,1.58869
 0,  63,  89,  63,  50, 132,  30,1262.54,1.22994
 0,  75, 107,  38,  59, 148,  57,1660.33,1.00694
 2,  49, 124, 151,  59, 173,  56,1349.66,1.10161
 4,  36,  64,  77, 110, 149,  82,524.557,1.2649
 6,  38, 115,  59, 108, 196,  57,1275.06,0.896583
 9,  46,  64,  82,  34, 104,  27,696.162,1.33802
 9,  35,  59,  72,  69, 127,  32,509.938,1.62704
 1,  32,  49,  77,  74, 107,  22,447.078,2.28558
 8,  35,  51,  54,  77, 104,  48,640.695,2.12479
 6,  68, 107,  38,  68, 108,  21,1051.01,1.78335
 5,  40,  77,  82,  85, 231,  70,827.203,1.1741
 9,  63,  75, 115,  57, 138,  81,861.087,1.11681
 8,  62,  80,  47,  91, 105,  47,913.914,2.06591
 8,  53,  66,  39,  91,  88,  27,758.208,2.02496
 6,  42, 131,  71, 107, 197,  68,1317.2,0.893802
 2,  56,  95,  73, 113, 226, 123,966.634,1.21579
 8,  49,  73,  60,  93, 129,  73,783.806,1.66163
 6,  32, 108,  72,  85, 122,  35,761.306,1.3149
 9,  41,  63,  70,  57, 106,  32,547.815,1.77962
 3,  50,  69,  88,  47,  93,  49,797.01,2.22343
 9,  72,  97,  98,  58, 171,  63,1230.14,0.978366
 7,  60,  62, 108,  49, 151, 112,838.156,1.09327
 7,  72,  67, 115,  76, 190, 128,1065.1,0.940624
 6,  34,  91,  38,  95, 103,  21,737.137,1.6163
 1,  19,  39, 101,  64, 118,  24,367.023,2.03349
 8,  73,  94,  53,  73,  98,  27,1066.19,1.95102
 2,  52, 129, 176,  63, 154,  64,1337.33,1.08592
 3,  82, 117, 104,  78, 179,  65,1503.6,1.20771
 1,  25,  51, 106,  65, 142,  21,434.506,2.31837
 9,  45,  71,  67,  58, 109,  46,755.122,1.40581
 1,  20,  44, 113,  69, 149,  23,377.966,2.06097
 5,  53,  84,  89,  70, 127,  50,901.485,1.49306
 1,  28,  47, 107,  87, 149,  28,413.994,2.07713
 2,  42,  72,  84, 119, 169,  47,821.748,1.9623
 2,  63, 141, 108,  79, 158,  71,1569.29,1.09887
 3,  39,  54, 182,  62, 143,  62,606.261,2.03473
 8,  61,  89,  59,  45,  99,  30,903.216,2.03537
 4,  59, 103,  69,  60, 123,  44,917.437,1.58893
 0,  53,  98,  55,  53, 112,  28,1005.14,1.46992
 4,  68,  98, 139,  77, 232, 112,1112.57,0.65986
 5,  53,  87, 106,  90, 144,  47,975.196,1.95899
 3,  41,  64, 161,  66, 197,  49,694.399,1.93111
 7,  59,  56,  82,  57, 128,  78,760.785,1.31349
 3,  40,  74,  91,  54, 105,  42,723.535,2.06937
 6,  41, 122,  74,  97, 159,  51,1104.95,1.08814
 5,  52,  59,  83, 115, 135,  57,802.866,1.77873
 5,  57,  82, 121,  86, 148,  74,1033.43,1.77276
 3,  56,  63, 141,  59, 110,  96,959.798,1.91566
 3,  55,  86, 111,  48, 124,  36,955.178,1.94947
 1,  21,  46,  30,  72,  79,   7,365.165,4.3004
 8,  44,  73,  66,  84, 121,  55,746.033,1.81824
 9,  43,  64, 134,  60, 179,  67,686.395,1.08445
 1,  21,  36,  77,  59,  99,  13,294.902,3.51445
 7,  46,  52, 103,  43, 105,  47,608.299,2.87779
 3,  52,  94, 125,  28, 135,  17,1136.62,1.58123
 2,  65, 108,  77, 108, 162,  48,1185.12,1.64885
 6,  51, 153,  59,  94, 182,  64,1512.07,0.931483
 4,  38,  88, 168,  56, 232, 115,841.797,0.667572
 0,  62,  89,  55,  47, 123,  37,1168.31,1.33113
 9,  60, 104, 109,  35, 140,  67,1123.39,0.903772
 4,  34,  82, 129,  77, 208, 117,718.763,0.851968
 7,  51,  50, 117, 162, 173, 116,715.341,1.0934
 8,  50,  87,  51,  82, 110,  52,853.055,1.69362
 5,  40,  93,  32, 131, 198, 108,822.984,0.961534
 9,  39,  63,  70,  70, 117,  41,554.231,1.63805
 5,  47,  82, 133, 113, 159,  41,935.351,1.43816
 4,  42,  81,  95,  57, 181,  75,776.619,1.04683
 5,  62,  92,  49,  58, 112,  59,1105.98,1.47416
 7,  43,  50,  92,  68, 130,  76,595.557,1.46079
 6,  48, 107,  35,  55,  84,  17,973.284,1.65302
 2,  44, 114, 168,  54, 184,  60,1220.38,1.01755
 1,  38,  62,  35,  57,  71,  12,525.114,3.23242
 7,  57,  52, 114,  82, 166, 100,696.384,1.14247
 8,  51,  92,  62,  72, 126,  55,901.366,1.72091
 1,  17,  36,  73,  64,  94,  13,307.751,2.88547
 4,  36,  52,  44,  78,  94,  36,433.59,1.99521
 8,  60,  85,  77,  75, 130,  50,907.846,1.77435
 6,  26,  62,  58,  78,  79,  12,490.128,2.48302
 2,  50, 103, 136,  58, 132,  39,1129.31,1.29562
 9,  50,  43, 106,  33,  85,  59,577.863,2.01722
 1,  20,  34,  95,  79, 126,  18,307.947,2.24194
 4,  40,  60,  51,  35,  63,  17,507.085,2.53119
 7,  57,  48, 108,  81, 157, 109,705.81,1.24603
 5,  74,  79,  68, 165, 132, 101,1257.28,1.47465
 7,  56,  44, 126,  79, 180, 108,686.878,1.09151
 5,  36,  50,  81,  94,  95,  34,559.632,2.49203
 3,  49,  72, 146,  48, 146,  98,903.803,1.66537
 9,  33,  51,  69,  37,  82,  14,454.115,2.21369
 2,  46, 109,  93, 100, 208,  79,1163.34,1.10506
 3,  61, 108, 112,  62, 124,  51,1166.71,1.51398
 0,  77, 114,  84,  46, 174,  38,1544.31,1.05906
 1,  23,  34,  29,  31,  25,   3,294.795,6.32048
 4,  31,  73, 131,  75, 200, 108,634.409,1.06642
 7,  54,  77, 121,  74, 140,  69,863.501,1.5884
 6,  31,  97,  59, 101, 148,  49,847.902,1.02448
 7,  75, 121,  96,  83, 147,  92,1217.02,1.26087
 6,  28,  96,  70,  80, 130,  24,735.827,1.36051
 1,  16,  28,  32,  35,  30,   2,267.42,7.31368
 8,  49,  78,  56,  75,  98,  12,771.727,2.37076
 6,  28,  91,  53, 105, 128,  20,687.45,1.55085
 5,  36,  87, 127,  60, 178,  60,872.068,1.65266
 0,  78, 110,  43,  63, 149,  58,1640.66,0.966342
 9,  55,  75, 112,  74, 166,  65,830.88,1.16798
 1,  22,  36,  73,  61,  94,   6,294.853,3.01546
 8,  56,  78,  74,  85, 120,  50,808.402,1.85104
 9,  61,  82,  52,  73, 100,  35,765.362,1.79177
 2,  31, 110, 129,  53, 181,  64,1052.11,0.880991
 6,  28, 132,  44, 136, 200,  58,1119.04,0.843893
 5,  36,  71,  85, 121, 216, 110,779.948,1.26765
 8,  47,  61,  86,  70, 130,  63,740.62,2.02121
 1,  23,  45, 109,  68, 145,  32,407.384,2.05692
 4,  34,  82, 103,  44, 135,  22,605.216,1.27993
 0,  63,  95,  85,  52, 166,  41,1232.33,1.20335
 0,  67, 106,  58,  79, 177,  73,1387.38,1.05259
 5,  57,  91, 122, 101, 199,  71,1088.06,1.47319
 6,  50, 100,  37,  97, 185,  63,1159.5,0.916322
 0,  57,  91,  68,  33, 136,  20,1125.06,1.29589
 2,  51, 133, 118,  97, 247,  77,1120.93,1.25198
 3,  44, 102, 131,  29, 150,  35,1074.17,1.50087
 2,  43,  43, 198,  75, 163, 123,604.311,1.76928
 4,  29,  66, 132,  63, 192,  79,567.233,0.922569
 8,  69,  99, 114, 108, 207, 108,1167.29,1.33133
 3,  54,  87, 122,  54, 136,  35,882.266,1.40964
 2,  65, 101,  82, 105, 180,  50,1137.37,1.67715
 9,  52,  69,  73,  76, 122,  66,688.749,1.3441
 2,  67, 105,  58,  87, 147,  20,1124.82,1.90182
 6,  32,  96,  58, 104, 147,  55,815.429,1.04785
 4,  45,  79,  71,  60, 109,  40,719.527,1.22219
 2,  39, 126, 175,  39, 181,  61,1253.67,0.916473
 5,  38,  80,  66, 102, 104,  33,769.809,1.43927
 5,  53,  92, 124,  99, 193,  77,1086.06,1.42476
 2,  58,  90, 110, 167, 219,  45,1050.41,1.97669
 0,  58,  94,  84,  49, 164,  37,1187.16,1.18382
 9,  58,  77, 106,  55, 146,  44,890.492,1.82931
 6,  33, 110,  66, 113, 170,  53,993.007,1.03503
 7,  42,  41,  97,  43, 108,  41,520.308,1.3906
 9,  56,  70, 105,  90, 152,  87,741.243,1.34972
 3,  44,  71, 102,  34,  78,  43,794.542,2.01778
 0,  78, 114,  42,  59, 130,  35,1429.41,1.11316
 2,  61,  85,  92,  60,  98,  29,972.491,1.96468
 1,  36,  70,  66,  23,  87,   6,553.413,3.18574
 5,  74,  75,  82, 143, 163, 121,1023.72,1.68758
 2,  62, 114,  73, 164, 240, 102,1228.41,1.34247
 6,  31,  84,  50, 106, 125,  31,723.618,1.35636
 3,  55,  84, 150,  91, 158, 110,931.352,1.56434
 4,  29,  73, 104,  37, 194,  60,720.877,0.866487
 4,  44,  70,  70,  28,  93,  31,698.547,1.408
 6,  45, 110,  55,  83, 113,  26,975.123,1.55816
 5,  82, 128,  46, 134, 132,  96,1518.82,1.46523
 0,  64, 137,  72,  73, 173,  82,1447.49,0.883209
 6,  33, 128,  51, 103, 148,  34,920.944,1.07811
 2,  46,  83, 106,  73, 158,  72,1010.89,1.20356
 7,  62,  54, 111,  46, 112,  64,735.856,1.79152
 8,  47,  67,  68,  95, 137,  78,753.353,1.87269
 8,  73, 104,  78,  66, 132,  58,1114.64,1.47437
 3,  44,  86,  84,  91, 124,  23,809.887,1.93383
 9,  49,  50,  73,  35,  71,  33,524.604,2.81214
 8,  47,  81,  39,  36,  81,  35,752.183,1.76713
 0,  72, 104,  41,  59, 121,  37,1276.51,1.21569
 8,  66,  92,  39,  83, 113,  71,1120.04,1.33511
 1,  42,  66,  42,  25,  58,   7,557.409,3.0996
 7,  54,  55, 139,  94, 187, 118,859.934,1.1062
 2,  56,  95,  69, 148, 249,  98,1049.8,1.4085
 6,  32,  90,  49, 104, 120,  35,769.099,1.3986
 3,  47,  88, 129,  72, 129,  85,880.991,1.69987
 8,  48,  68,  46,  74,  87,  43,731.024,2.06977
 4,  50,  96,  73,  46, 125,  47,883.818,1.23537
 3,  56,  68, 155,  55, 116, 112,872.531,1.73831
 5,  84,  99,  48, 154, 128, 111,1290.68,1.66029
 5,  75, 104,  59, 126, 184, 118,1203.44,1.17387
 6,  37, 127,  48, 103, 147,  34,988.143,1.23747
 3,  58,  75,  77,  39, 103,  62,973.22,1.64915
 7,  60,  57, 113,  55, 112,  90,812.183,1.76704
 5,  41,  66,  72,  92, 115,  49,733.569,1.79344
 8,  70, 107,  86,  69, 144,  66,1236.26,1.41567
 9,  66,  90,  89,  68, 141,  70,945.875,1.34787
 9,  60,  61,  87,  51,  97,  56,673.691,1.87848
 7,  82,  73, 130,  75, 127, 107,1032.8,1.61829
 0,  83, 127,  42,  53, 147,  37,1621.32,1.12563
 0,  60, 105, 101, 106, 196, 106,1149,1.09348
 1,  37,  64,  44,  30,  60,  11,524.259,3.36222
 2,  44, 102,  73, 153, 217, 109,996.238,1.02992
 2,  48,  99,  52, 120, 243, 108,908.459,1.28112
 2,  46,  87, 108,  39,  68,  16,953.608,1.76172
 3,  43,  90, 124,  79, 134,  17,833.249,1.81538
 3,  62, 120, 113,  76, 137,  44,1258.75,1.31455
 4,  48,  78,  63,  94, 134,  80,681.485,1.4749
 3,  49,  68, 117,  80, 146,  41,836.863,2.20854
 5,  72,  82,  50, 159, 139, 126,1082.59,1.6129
 1,  24,  36,  19,  28,  25,   5,365.283,5.63632
 6,  38, 142,  34, 144, 206,  59,1232.12,0.920587
 1,  20,  35,  61,  55,  84,  12,312.846,3.19693
 7,  52,  57, 111,  79, 116,  88,678.307,2.03199
 5,  50, 104,  71,  98, 121,  36,1024.68,1.40841
 8,  81, 122,  61,  47, 113,  42,1357.39,1.41443
 3,  42,  84,  93,  38,  93,  36,768.594,1.74178
 9,  53,  58, 106,  44, 110,  54,668.442,1.98599
 4,  69,  83,  85,  55, 123,  66,856.66,1.551
 7,  59,  71,  86,  38, 117,  58,792.669,1.22941
 5,  49, 103,  51,  95, 104,  22,999.144,1.55185
 7,  49,  50,  87,  64, 112,  65,579.996,2.0372
 8,  71, 111,  79,  76, 132,  88,1103.77,1.48128
 7,  56,  57,  79,  43,  90,  40,651.051,1.89038
 3,  50,  68, 124,  47, 118, 102,927.157,1.66328
 3,  46,  90,  80,  69, 116,  44,892.782,1.77956
 0,  64,  96,  64,  56, 157,  58,1395.71,1.01575
 0,  86, 135,  58,  49, 143,  45,1690.82,1.04353
 7,  62,  53, 183,  82, 145, 116,801.066,1.86267
 3,  58,  76, 113,  62, 113,  47,926.361,1.89894
 6,  30,  92,  45,  56,  91,  11,650.41,2.08782
 1,  23,  49,  47,  25,  57,   5,442.506,4.40228
 2,  37,  66, 130,  66, 160,  30,682.011,1.89946
 8,  62,  92,  67,  44, 103,  44,964.571,1.86163
 8,  56,  95,  80,  95, 152,  80,908.076,1.72763
 7,  60,  53,  73,  66,  93,  59,683.012,2.08726
 0,  78, 125,  40,  66, 124,  32,1351.46,1.28287
 6,  39, 122,  30, 100, 130,  30,975.892,1.23576
 3,  41,  80, 118,  33, 134,  57,812.838,1.75443
 4,  47,  82,  64,  45, 111,  37,708.069,1.35666
 1,  27,  40,  47,  74,  77,  15,377.4,3.20972
 5,  89, 100,  83, 138, 156, 140,1321.69,1.40813
 0,  75, 107,  47,  63, 138,  61,1336.65,1.24181
 6,  37, 112,  57, 127, 186,  44,887.899,1.26377
 9,  70,  76, 181,  51, 214, 101,1060.19,0.751417
 0,  78, 116,  32,  65, 146,  41,1576.03,1.06847
 3,  56,  77, 148,  91, 182,  63,874.407,1.23675
 2,  72, 106,  98, 128, 229,  85,1328.96,1.40986
 7,  36,  44,  70,  71,  85,  49,514.697,2.29415
 6,  41, 129,  60,  82, 150,  26,1014.38,1.47875
 5,  58, 109,  89, 114, 181,  79,1114.15,1.09941
 8,  76, 105,  92,  36, 123,  53,1233.96,1.41763
 4,  47,  96,  98,  98, 197, 111,1020.53,0.956227
 3,  52,  73, 110,  65, 120,  51,813.108,2.1728
